FindFirstFileA,KERNEL32.dll
FindNextFileA,KERNEL32.dll
FindClose,KERNEL32.dll
Sleep,KERNEL32.dll
CreateProcessA,KERNEL32.dll
GetExitCodeProcess,KERNEL32.dll
CreatePipe,KERNEL32.dll
GetEnvironmentVariableA,KERNEL32.dll
SetEnvironmentVariableA,KERNEL32.dll
GetModuleFileNameA,KERNEL32.dll
GetModuleHandleA,KERNEL32.dll
GetModuleHandleW,KERNEL32.dll
GetLastError,KERNEL32.dll
SetLastError,KERNEL32.dll
QueryPerformanceCounter,KERNEL32.dll
QueryPerformanceFrequency,KERNEL32.dll
GetCommandLineA,KERNEL32.dll
GetCommandLineW,KERNEL32.dll
GetProcessHeap,KERNEL32.dll
HeapAlloc,KERNEL32.dll
HeapFree,KERNEL32.dll
HeapReAlloc,KERNEL32.dll
FormatMessageA,KERNEL32.dll
GetConsoleMode,KERNEL32.dll
SetConsoleMode,KERNEL32.dll
FlushFileBuffers,KERNEL32.dll
GetSystemTimeAsFileTime,KERNEL32.dll
InitializeCriticalSection,KERNEL32.dll
EnterCriticalSection,KERNEL32.dll
LeaveCriticalSection,KERNEL32.dll
DeleteCriticalSection,KERNEL32.dll
TlsAlloc,KERNEL32.dll
TlsGetValue,KERNEL32.dll
TlsSetValue,KERNEL32.dll
TlsFree,KERNEL32.dll
GetCurrentThreadId,KERNEL32.dll
GetCurrentProcessId,KERNEL32.dll
GetCurrentProcess,KERNEL32.dll
TerminateProcess,KERNEL32.dll
IsDebuggerPresent,KERNEL32.dll
SetUnhandledExceptionFilter,KERNEL32.dll
AddVectoredExceptionHandler,KERNEL32.dll
RaiseException,KERNEL32.dll
RtlCaptureContext,KERNEL32.dll
RtlLookupFunctionEntry,KERNEL32.dll
RtlVirtualUnwind,KERNEL32.dll
MultiByteToWideChar,KERNEL32.dll
WideCharToMultiByte,KERNEL32.dll
GetACP,KERNEL32.dll
GetConsoleOutputCP,KERNEL32.dll
WriteConsoleA,KERNEL32.dll
ReadConsoleA,KERNEL32.dll
GetFileType,KERNEL32.dll
SetHandleInformation,KERNEL32.dll
DuplicateHandle,KERNEL32.dll
CreateEventA,KERNEL32.dll
SetEvent,KERNEL32.dll
ResetEvent,KERNEL32.dll
CreateMutexA,KERNEL32.dll
ReleaseMutex,KERNEL32.dll
GetSystemInfo,KERNEL32.dll
GetNativeSystemInfo,KERNEL32.dll
GlobalMemoryStatusEx,KERNEL32.dll
GetDiskFreeSpaceExA,KERNEL32.dll
OutputDebugStringA,KERNEL32.dll
DebugBreak,KERNEL32.dll
InitializeSListHead,KERNEL32.dll
EncodePointer,KERNEL32.dll
DecodePointer,KERNEL32.dll
GetStartupInfoW,KERNEL32.dll
GetStartupInfoA,KERNEL32.dll
SetDefaultDllDirectories,KERNEL32.dll
CreateWindowExA,USER32.dll
CreateWindowExW,USER32.dll
DestroyWindow,USER32.dll
DefWindowProcA,USER32.dll
DefWindowProcW,USER32.dll
PostQuitMessage,USER32.dll
RegisterClassA,USER32.dll
RegisterClassExA,USER32.dll
RegisterClassW,USER32.dll
GetDC,USER32.dll
ReleaseDC,USER32.dll
LoadCursorA,USER32.dll
LoadCursorW,USER32.dll
PeekMessageA,USER32.dll
PeekMessageW,USER32.dll
GetMessageA,USER32.dll
TranslateMessage,USER32.dll
DispatchMessageA,USER32.dll
DispatchMessageW,USER32.dll
GetAsyncKeyState,USER32.dll
GetKeyState,USER32.dll
GetCursorPos,USER32.dll
ScreenToClient,USER32.dll
ClientToScreen,USER32.dll
FillRect,USER32.dll
ShowWindow,USER32.dll
UpdateWindow,USER32.dll
SetForegroundWindow,USER32.dll
MessageBoxA,USER32.dll
MessageBoxW,USER32.dll
LoadIconA,USER32.dll
SetWindowPos,USER32.dll
BringWindowToTop,USER32.dll
BeginPaint,USER32.dll
EndPaint,USER32.dll
SetProcessDPIAware,USER32.dll
AdjustWindowRectEx,USER32.dll
GetClientRect,USER32.dll
GetWindowRect,USER32.dll
InvalidateRect,USER32.dll
SetWindowTextA,USER32.dll
GetWindowTextA,USER32.dll
ShowCursor,USER32.dll
SetCursor,USER32.dll
LoadImageA,USER32.dll
SendMessageA,USER32.dll
PostMessageA,USER32.dll
KillTimer,USER32.dll
SetTimer,USER32.dll
GetSystemMetrics,USER32.dll
MonitorFromWindow,USER32.dll
GetMonitorInfoA,USER32.dll
EnumDisplaySettingsA,USER32.dll
ChangeDisplaySettingsA,USER32.dll
ReleaseCapture,USER32.dll
SetCapture,USER32.dll
TrackMouseEvent,USER32.dll
CreateCompatibleDC,GDI32.dll
CreateCompatibleBitmap,GDI32.dll
SelectObject,GDI32.dll
DeleteDC,GDI32.dll
DeleteObject,GDI32.dll
CreateSolidBrush,GDI32.dll
CreatePen,GDI32.dll
RoundRect,GDI32.dll
TextOutA,GDI32.dll
SetBkMode,GDI32.dll
SetTextColor,GDI32.dll
BitBlt,GDI32.dll
StretchBlt,GDI32.dll
Ellipse,GDI32.dll
MoveToEx,GDI32.dll
LineTo,GDI32.dll
GetTextExtentPoint32A,GDI32.dll
CreateFontA,GDI32.dll
SetStretchBltMode,GDI32.dll
SetBrushOrgEx,GDI32.dll
SetMapMode,GDI32.dll
SetGraphicsMode,GDI32.dll
SetTextCharacterExtra,GDI32.dll
SetTextAlign,GDI32.dll
SetLayout,GDI32.dll
GetStockObject,GDI32.dll
Rectangle,GDI32.dll
Polygon,GDI32.dll
Polyline,GDI32.dll
CreateDIBSection,GDI32.dll
GetDIBits,GDI32.dll
SetDIBits,GDI32.dll
ChoosePixelFormat,GDI32.dll
SetPixelFormat,GDI32.dll
SwapBuffers,GDI32.dll
DescribePixelFormat,GDI32.dll
WSAStartup,WS2_32.dll
WSACleanup,WS2_32.dll
WSAGetLastError,WS2_32.dll
WSAIoctl,WS2_32.dll
WSASocketA,WS2_32.dll
WSARecv,WS2_32.dll
WSASend,WS2_32.dll
socket,WS2_32.dll
bind,WS2_32.dll
listen,WS2_32.dll
accept,WS2_32.dll
connect,WS2_32.dll
send,WS2_32.dll
recv,WS2_32.dll
sendto,WS2_32.dll
recvfrom,WS2_32.dll
closesocket,WS2_32.dll
shutdown,WS2_32.dll
select,WS2_32.dll
htons,WS2_32.dll
htonl,WS2_32.dll
ntohs,WS2_32.dll
ntohl,WS2_32.dll
getaddrinfo,WS2_32.dll
freeaddrinfo,WS2_32.dll
gethostname,WS2_32.dll
getsockname,WS2_32.dll
getpeername,WS2_32.dll
setsockopt,WS2_32.dll
getsockopt,WS2_32.dll
ioctlsocket,WS2_32.dll
inet_ntoa,WS2_32.dll
inet_addr,WS2_32.dll
WSAPoll,WS2_32.dll
WSADuplicateSocketA,WS2_32.dll
RegOpenKeyExA,ADVAPI32.dll
RegCloseKey,ADVAPI32.dll
RegQueryValueExA,ADVAPI32.dll
RegSetValueExA,ADVAPI32.dll
RegCreateKeyExA,ADVAPI32.dll
RegDeleteKeyA,ADVAPI32.dll
RegEnumKeyExA,ADVAPI32.dll
CryptAcquireContextA,ADVAPI32.dll
CryptReleaseContext,ADVAPI32.dll
CryptGenRandom,ADVAPI32.dll
GetUserNameA,ADVAPI32.dll
OpenProcessToken,ADVAPI32.dll
GetTokenInformation,ADVAPI32.dll
ConvertSidToStringSidA,ADVAPI32.dll
SystemFunction036,ADVAPI32.dll
SHGetFolderPathA,SHELL32.dll
SHGetKnownFolderPath,SHELL32.dll
ShellExecuteA,SHELL32.dll
DragQueryFileA,SHELL32.dll
DragFinish,SHELL32.dll
CommandLineToArgvW,SHELL32.dll
SHGetFileInfoA,SHELL32.dll
CoInitializeEx,OLE32.dll
CoUninitialize,OLE32.dll
CoCreateInstance,OLE32.dll
CoTaskMemFree,OLE32.dll
CoTaskMemAlloc,OLE32.dll
OleInitialize,OLE32.dll
OleUninitialize,OLE32.dll
CLSIDFromString,OLE32.dll
StringFromGUID2,OLE32.dll
CoInitializeSecurity,OLE32.dll
SysAllocString,OLEAUT32.dll
SysFreeString,OLEAUT32.dll
SysStringLen,OLEAUT32.dll
VariantInit,OLEAUT32.dll
VariantClear,OLEAUT32.dll
VariantChangeType,OLEAUT32.dll
SafeArrayCreate,OLEAUT32.dll
SafeArrayDestroy,OLEAUT32.dll
RtlGetVersion,ntdll.dll
NtQueryInformationProcess,ntdll.dll
NtDelayExecution,ntdll.dll
RtlNtStatusToDosError,ntdll.dll
NtQuerySystemInformation,ntdll.dll
RtlAddFunctionTable,ntdll.dll
RtlDeleteFunctionTable,ntdll.dll
BCryptOpenAlgorithmProvider,BCRYPT.dll
BCryptCloseAlgorithmProvider,BCRYPT.dll
BCryptGenRandom,BCRYPT.dll
BCryptCreateHash,BCRYPT.dll
BCryptHashData,BCRYPT.dll
BCryptFinishHash,BCRYPT.dll
BCryptDestroyHash,BCRYPT.dll
BCryptGenerateSymmetricKey,BCRYPT.dll
BCryptEncrypt,BCRYPT.dll
BCryptDecrypt,BCRYPT.dll
BCryptDestroyKey,BCRYPT.dll
